time,seconds_elapsed,z,y,x
1780001801692029700,0.10502978515625,-1.1682462692260742,-1.7729408740997314,1.2008038759231567
1780001801708361000,0.12136083984375,-3.2415084838867188,-2.8648247718811035,1.6347341537475586
1780001801724694300,0.1376943359375,-3.860884666442871,-3.182466506958008,1.3207719326019287
1780001801741025800,0.15402587890625,-2.7967967987060547,-2.709761619567871,2.180457592010498
1780001801757359600,0.170359619140625,-4.531276702880859,-1.8620595932006836,1.0584008693695068
1780001801773690000,0.186690185546875,-5.567293167114258,-0.46913957595825195,-1.799160361289978
1780001801790039600,0.20303955078125,-6.593116760253906,-3.7491443157196045,-4.863126277923584
1780001801806370300,0.219370361328125,-5.460659980773926,-5.137104034423828,-3.2564892768859863
1780001801822703400,0.235703369140625,-6.984555244445801,-6.627687454223633,-1.6024048328399658
1780001801839021800,0.252021728515625,-5.4885663986206055,-6.251814842224121,-1.024982213973999
1780001801855368000,0.268367919921875,-7.1652302742004395,-7.956276893615723,-0.6494572162628174
1780001801871682800,0.284682861328125,-6.947803020477295,-9.137418746948242,-1.0203561782836914
1780001801888054000,0.301053955078125,-5.99859619140625,-10.299043655395508,-1.2218432426452637
1780001801904379000,0.31737890625,-2.9138083457946777,-11.495650291442871,0.15766000747680664
1780001801920711400,0.33371142578125,0.9364972114562988,-12.64970874786377,2.2397804260253906
1780001801937039600,0.35003955078125,3.9956231117248535,-11.620436668395996,3.8019165992736816
1780001801953381000,0.366381103515625,4.625155448913574,-8.4287691116333,4.889464378356934
1780001801969708800,0.382708740234375,4.059871673583984,-6.394309043884277,7.419085502624512
1780001801986042400,0.39904248046875,7.013482093811035,-4.9645466804504395,9.752104759216309
1780001802002369500,0.41536962890625,8.648069381713867,-3.6953072547912598,11.659786224365234
1780001802018710800,0.431710693359375,10.008047103881836,-2.485398292541504,13.586950302124023
1780001802035035000,0.448034912109375,10.119487762451172,0.035668134689331055,14.39399242401123
