time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1780506532994076200,0.058076171875,0.5086485607291793,0.0953844935680289,0.254715323106698,0.0922092254679328,0.9595936949456343,0.07212352242876711,0.22161216845640774
1780506533004068400,0.068068359375,0.5298455784698011,0.0899583253752135,0.2645885063584035,0.08785301616676874,0.9576266521552087,0.06965313465815631,0.21070751345997682
1780506533014060300,0.078060302734375,0.5521621460820862,0.08367803515849627,0.274917495841335,0.08195307140165294,0.9555376297566581,0.06607727607013693,0.19752863191257802
1780506533024053200,0.08805322265625,0.5747220526303183,0.07700164037746994,0.2853055850188978,0.07454450052936855,0.9533599839783023,0.06145171041989055,0.18290369598869455
1780506533034045200,0.098045166015625,0.5962198495602835,0.06969607911210975,0.2952036026529225,0.06722976817251684,0.9512152324723684,0.056452536366199846,0.1666928249173047
1780506533044037400,0.108037353515625,0.6159968277031428,0.06210342762111269,0.3042659220977323,0.05880290058905812,0.9492171444646891,0.050519563086515784,0.14919491498248896
1780506533054030300,0.1180302734375,0.6343731075060002,0.05474418509242579,0.31264189677287235,0.04847384381580245,0.9472974854720295,0.04342288643707083,0.1312461584956955
1780506533064022300,0.128022216796875,0.6516025104171255,0.047762024445518664,0.3205556798579542,0.03966182275266089,0.9452996324597216,0.03703244774262207,0.1142894182038696
1780506533074014500,0.138014404296875,0.6673897288800666,0.041301108849181874,0.327938939378774,0.03672288900406737,0.9431929238552418,0.03372532508742554,0.10019709183831119
1780506533084007200,0.148007080078125,0.6812779825300661,0.03591654244938543,0.3345452345848227,0.040644279289535505,0.9410712952643109,0.03426821170231451,0.09065269973715993
1780506533093999400,0.157999267578125,0.6926173234599239,0.03222700002116934,0.3400286187943624,0.05039463165729587,0.9390784469327554,0.038388760742595146,0.08674265538365894
1780506533103991300,0.1679912109375,0.7008567149385951,0.030908269708398606,0.34411529898531523,0.06355366261967546,0.9373346647623807,0.045091155970114954,0.08909371811190446
1780506533113984300,0.177984375,0.7067310599206288,0.03269547454376495,0.34713247458986257,0.0758001516132191,0.9357801235466997,0.0523977732597153,0.09772496184983773
1780506533123976200,0.18797607421875,0.7116020971308704,0.03821813738809012,0.349657600063847,0.0821343766346448,0.934303314868862,0.05793250405376359,0.1121627747524406
1780506533133968400,0.197968505859375,0.7154286899355908,0.04772001166166947,0.35153079661566466,0.07881328788998444,0.9330446682604314,0.059805465364944126,0.13147517732935485
1780506533143960300,0.207960205078125,0.7173314489548075,0.06100379151171584,0.35214221924284356,0.06500282009904547,0.9321865275516916,0.05746922739649429,0.1548263286836818
1780506533153953300,0.217953369140625,0.7163261609149862,0.07747654339524412,0.3508689095985246,0.043399000470461,0.9317601357186385,0.052072223553090026,0.18192196808402586
1780506533163945500,0.227945556640625,0.7114959771017088,0.09640495902377103,0.3472279161477104,0.018543470841160464,0.9316945122005623,0.045654744046350636,0.21295098834344942
1780506533173937400,0.2379375,0.7021403764918616,0.1165293726350227,0.34106942892664704,-0.0034789678386786707,0.9318930684520077,0.0408396208309174,0.24756520132337678
1780506533183930400,0.247930419921875,0.6875629928032989,0.13506933781592098,0.3327618850516549,-0.01372202940636033,0.932380435692787,0.04113992872010899,0.2830146316383663
1780506533193922300,0.25792236328125,0.6678455278266833,0.15139367631032868,0.3225756168029818,-0.014230640397898783,0.9332697170499434,0.045083669167266534,0.316948019063229
1780506533203914500,0.26791455078125,0.6442169005162487,0.1641388759447613,0.311351322185704,-0.0060582279135920425,0.9345869338834121,0.05163251740817859,0.34580677444324875
1780506533213906200,0.27790625,0.6199879611872945,0.1733791534643317,0.3001104157986119,0.00199806409088751,0.9363084671101156,0.05656839465270266,0.36679585381508406
1780506533223899400,0.2878994140625,0.5987879261752084,0.17926778728584924,0.2901150213980417,0.005059897086083085,0.9382642406400405,0.057935335297431015,0.3790272447860945
1780506533233891300,0.297891357421875,0.5813882679378988,0.18202374324029164,0.28190648752228903,0.006139121049862846,0.9402543064699945,0.05760090215142578,0.3841522979047724
1780506533243883300,0.30788330078125,0.5673326578060377,0.18225774536421804,0.2753585609487767,0.006831548304090619,0.9422066428886459,0.05662581502047003,0.3840016954583714
1780506533253876500,0.31787646484375,0.5565348965621519,0.18049448507242918,0.2703262629772005,0.006249588726490047,0.9441119286226906,0.05475504811775912,0.37945839743645515
1780506533263868400,0.327868408203125,0.5490574587558756,0.17705406274843463,0.2668089582791458,0.004180668126838544,0.9459180083442922,0.05199985028668242,0.37116924603486073
1780506533273860000,0.337860107421875,0.5452761368399625,0.1723466482171955,0.26516044190221494,0.0029465894029279396,0.9473738144526842,0.049693174336884686,0.3606759061660032
1780506533283853300,0.347853271484375,0.5461163002722371,0.16716737165311166,0.26599827383714986,0.005381886622491139,0.9480733779976773,0.04956745092584873,0.35047458629453
1780506533293845500,0.357845458984375,0.5511211329698267,0.16257369174950673,0.26904320645807495,0.011553428247915004,0.9478891268210031,0.051883539903810484,0.3427957558916765
1780506533303837200,0.367837158203125,0.5584049606792438,0.1594985915656294,0.27305195933124626,0.017401917022283882,0.9471094698875464,0.05464892848783447,0.33839044677634855
1780506533313830400,0.377830322265625,0.5660318960352382,0.1583637006722154,0.2769394293512131,0.020659268087119237,0.9460523756256303,0.05666042951512266,0.33738825684114704
1780506533323822300,0.387822265625,0.5727279601348934,0.1591008019187112,0.2801298098211393,0.021491798116541606,0.9449142890988017,0.05788915607728763,0.339596007205854
1780506533333814300,0.397814208984375,0.5783973099237323,0.16137962725163818,0.28255679369265735,0.019472476215690187,0.9437962679328172,0.058024827720331344,0.3441637645024414
1780506533343806200,0.40780615234375,0.5835940724151866,0.1644760170646148,0.2845778544219852,0.015642981588014474,0.9426893081387381,0.05744577772738136,0.3498907275031147
1780506533353799400,0.41779931640625,0.5889158058173731,0.16732244577232536,0.2866978756123599,0.012408385735566678,0.9415647107155425,0.05712575301197489,0.355272098493446
1780506533363791000,0.427791015625,0.5942806744288752,0.16913031404410153,0.28898165742425547,0.010539359024883444,0.9405377609329137,0.05721136043538675,0.3588662790551478
1780506533373783300,0.437783203125,0.5995270975676903,0.1695736186136849,0.29138692906549274,0.010142176967197838,0.9396897801159758,0.05763333774111146,0.36000658416811704
1780506533383776500,0.447776611328125,0.6043019249118197,0.16837284131235042,0.29384963460407754,0.01229835272994122,0.9390651845824654,0.05881867049294962,0.3584186748665548
