time,seconds_elapsed,z,y,x
1779958741206922000,0.123921875,0.4778493344783783,-0.5560401082038879,1.986533761024475
1779958741223199500,0.140199462890625,0.5213735103607178,-1.3274102210998535,1.4989105463027954
1779958741239529200,0.156529296875,0.5983424782752991,-2.2154555320739746,0.8278751373291016
1779958741255861500,0.172861572265625,0.8345946669578552,-3.092963457107544,0.26969701051712036
1779958741272194300,0.1891943359375,1.15178644657135,-3.2812626361846924,0.1394299864768982
1779958741288538000,0.2055380859375,1.275639295578003,-3.6722164154052734,0.2984076738357544
1779958741304865000,0.221864990234375,1.8910861015319824,-3.665802240371704,0.9234755635261536
1779958741321205800,0.238205810546875,2.5558602809906006,-4.0882158279418945,1.6010777950286865
1779958741337525800,0.25452587890625,3.4596352577209473,-5.267338275909424,1.88864266872406
1779958741353871000,0.27087109375,4.057672500610352,-5.091256618499756,2.4434609413146973
1779958741370205000,0.287204833984375,4.516432285308838,-5.421581745147705,2.9051222801208496
1779958741386531000,0.303531005859375,4.85668420791626,-5.690209865570068,3.3348660469055176
1779958741402874000,0.3198740234375,5.379432201385498,-5.765651702880859,3.7621662616729736
1779958741419201300,0.336201171875,5.818033218383789,-5.747020244598389,4.033390522003174
1779958741435523000,0.352523193359375,6.0817742347717285,-5.051702976226807,3.8571557998657227
1779958741451869200,0.368869140625,6.43790864944458,-3.388622283935547,2.992017984390259
1779958741468200700,0.38520068359375,6.398966312408447,-1.3724614381790161,1.7870862483978271
1779958741484533500,0.401533447265625,5.736940860748291,0.07971791177988052,0.8692612648010254
1779958741500876800,0.417876708984375,5.008026123046875,0.6386595964431763,0.4011857509613037
1779958741517203500,0.434203369140625,4.325536727905273,0.3828597962856293,0.26450464129447937
1779958741533533200,0.450533203125,3.4377968311309814,-0.15745051205158234,0.5364924073219299
1779958741549866800,0.46686669921875,2.805245876312256,-0.5403103232383728,1.0661125183105469
1779958741566198800,0.48319873046875,2.5106561183929443,-0.3767511546611786,1.2661709785461426
1779958741582528800,0.49952880859375,2.218815326690674,-0.37950003147125244,1.324813961982727
1779958741598854000,0.51585400390625,1.1786644458770752,-0.8193230032920837,1.7162258625030518
1779958741615197000,0.532197021484375,0.2344195395708084,-1.2110403776168823,2.199267625808716
1779958741631529200,0.548529296875,-0.051770828664302826,-1.7617353200912476,2.4078781604766846
1779958741647878700,0.564878662109375,0.18845193088054657,-2.172236919403076,2.228283643722534
1779958741664209400,0.58120947265625,0.07590000331401825,-1.9214766025543213,1.585806131362915
1779958741680540700,0.597540771484375,-0.12919799983501434,-0.9897544384002686,1.273043155670166
1779958741696838400,0.61383837890625,1.2626584768295288,0.3052799105644226,1.3151928186416626
1779958741713194500,0.630194580078125,1.9292651414871216,2.263866662979126,1.0387763977050781
1779958741729519000,0.64651904296875,1.4123204946517944,3.511711597442627,0.7646505832672119
1779958741745863200,0.66286328125,0.6730207800865173,2.91123104095459,0.4080579876899719
1779958741762193200,0.679193115234375,0.6044511795043945,3.4162638187408447,-0.7139487266540527
1779958741778523600,0.695523681640625,0.15332718193531036,2.1624629497528076,-1.6190983057022095
