time,seconds_elapsed,z,y,x
1779910287763224600,0.113224609375,0.4280638098716736,-0.8770498037338257,2.216677188873291
1779910287795878000,0.1458779296875,0.27641651034355164,-1.3434454202651978,2.7068965435028076
1779910287836698000,0.186697998046875,-0.36010506749153137,-1.1504119634628296,2.658179998397827
1779910287853032000,0.203031982421875,-0.4980078935623169,-0.7081455588340759,2.3889412879943848
1779910287869381000,0.219381103515625,-0.5345070958137512,-0.5751296281814575,1.9665279388427734
1779910287885710800,0.2357109375,-0.5674937963485718,-0.8558222055435181,1.476613998413086
1779910287902044000,0.2520439453125,-0.7472409009933472,-1.4770721197128296,0.9230173826217651
1779910287918376000,0.2683759765625,-1.09024178981781,-1.726763367652893,0.46547931432724
1779910287934708700,0.284708740234375,-1.4303410053253174,-1.3559681177139282,0.17470745742321014
1779910287951041800,0.301041748046875,-0.7159340381622314,-0.45921793580055237,-0.18035796284675598
1779910287967371300,0.317371337890625,0.7299839854240417,0.3770565688610077,-0.7037167549133301
1779910287983710200,0.333710205078125,0.8865181803703308,-0.0809396430850029,-1.4424055814743042
1779910288000059000,0.350058837890625,0.8446739315986633,-1.032820463180542,-1.9759963750839233
1779910288016382500,0.366382568359375,1.1436924934387207,-1.4445436000823975,-2.0091357231140137
1779910288032707000,0.38270703125,1.331380844116211,-1.4398094415664673,-1.7661641836166382
1779910288049037800,0.399037841796875,1.297935962677002,-1.4792101383209229,-1.4596625566482544
1779910288065370600,0.41537060546875,1.3066407442092896,-1.6768250465393066,-1.072221279144287
1779910288081700400,0.431700439453125,1.5176947116851807,-2.451249599456787,-0.5503895878791809
1779910288098026500,0.448026611328125,1.7916678190231323,-3.6219727993011475,0.1976149082183838
1779910288114370300,0.464370361328125,1.8648189306259155,-4.664108753204346,1.1346821784973145
1779910288130718500,0.480718505859375,2.0621283054351807,-5.626221656799316,2.1426098346710205
1779910288147046100,0.497046142578125,2.5146267414093018,-6.138279438018799,3.2311716079711914
1779910288163380200,0.513380126953125,3.1137328147888184,-6.329480171203613,4.077373027801514
1779910288179714000,0.529714111328125,3.849519968032837,-6.327952861785889,4.369824409484863
1779910288196052700,0.546052734375,4.690681457519531,-5.9423441886901855,3.941913366317749
1779910288212378600,0.562378662109375,5.390275001525879,-5.184566020965576,3.039970874786377
1779910288228696600,0.578696533203125,5.872095108032227,-4.553695201873779,2.161088466644287
1779910288245029600,0.595029541015625,6.057034492492676,-3.696345567703247,1.7340936660766602
1779910288261366000,0.611365966796875,5.893016815185547,-2.57342267036438,1.6491833925247192
1779910288277697500,0.627697509765625,5.370116233825684,-2.23286509513855,1.8205311298370361
1779910288294030300,0.6440302734375,4.961142063140869,-1.9598084688186646,2.3437371253967285
1779910288310341600,0.660341552734375,4.825835227966309,-1.5135713815689087,2.598620653152466
1779910288326693400,0.676693359375,4.342946529388428,-1.2066116333007812,2.451096773147583
