time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1779121518682850300,0.181850341796875,-0.7500839829444885,-0.028299257159233093,0.13632537424564362,0.6465203166007996,0.17294663190841675,-0.2205106019973755,1.7380263805389404
1779121518699177500,0.198177490234375,-0.7495325803756714,-0.027291199192404747,0.13629542291164398,0.647209107875824,0.1740044802427292,-0.21908293664455414,1.736237645149231
1779121518715507200,0.214507080078125,-0.748971700668335,-0.02564844861626625,0.1365981549024582,0.6478615403175354,0.1764170080423355,-0.21711504459381104,1.7345913648605347
1779121518731840500,0.230840576171875,-0.7485472559928894,-0.023736754432320595,0.13713447749614716,0.6483113765716553,0.17960259318351746,-0.2150004357099533,1.7335004806518555
1779121518748151300,0.2471513671875,-0.7482458353042603,-0.022120896726846695,0.13733303546905518,0.648674488067627,0.18190422654151917,-0.21287678182125092,1.7326023578643799
1779121518764532200,0.2635322265625,-0.7481003403663635,-0.02056984044611454,0.13637834787368774,0.6490946412086487,0.18231254816055298,-0.20934732258319855,1.7314866781234741
1779121518780825600,0.27982568359375,-0.7479778528213501,-0.018260221928358078,0.13549435138702393,0.6494898796081543,0.1838255673646927,-0.2047484815120697,1.7304537296295166
1779121518797173000,0.296173095703125,-0.7478160858154297,-0.015200400725007057,0.13508488237857819,0.6498400568962097,0.18706396222114563,-0.19962453842163086,1.729555606842041
1779121518813506600,0.312506591796875,-0.7474614381790161,-0.011744062416255474,0.13524559140205383,0.6502861976623535,0.19167804718017578,-0.1946805864572525,1.728392481803894
1779121518829822500,0.328822509765625,-0.746906578540802,-0.008715926669538021,0.1354677379131317,0.6509248614311218,0.19578537344932556,-0.1905292570590973,1.7266781330108643
1779121518846172200,0.345172119140625,-0.7463364005088806,-0.006230783183127642,0.1355193853378296,0.6515962481498718,0.1989203840494156,-0.18699626624584198,1.7248469591140747
1779121518862504400,0.36150439453125,-0.7458401918411255,-0.004491463769227266,0.13523146510124207,0.6522381901741028,0.2005736380815506,-0.1841450184583664,1.7230790853500366
1779121518878832400,0.377832275390625,-0.7455430626869202,-0.004703987389802933,0.13353395462036133,0.6529258489608765,0.19750453531742096,-0.18239928781986237,1.7211793661117554
1779121518895172900,0.3941728515625,-0.7454013824462891,-0.005945628043264151,0.1305982619524002,0.6536708474159241,0.19117534160614014,-0.18058013916015625,1.7191002368927002
1779121518911500800,0.410500732421875,-0.7451176643371582,-0.0055665611289441586,0.12640199065208435,0.6548215746879578,0.18493042886257172,-0.17472465336322784,1.7158610820770264
1779121518927837400,0.42683740234375,-0.7441048622131348,-0.002490891143679619,0.12064408510923386,0.6570743918418884,0.17960134148597717,-0.16297169029712677,1.7095682621002197
1779121518944180700,0.4431806640625,-0.7428655028343201,0.004264991730451584,0.11730430275201797,0.6590693593025208,0.18293428421020508,-0.14883561432361603,1.7038745880126953
1779121518960501200,0.459501220703125,-0.7418105602264404,0.010817857459187508,0.11602085083723068,0.6604084372520447,0.18932799994945526,-0.1376267522573471,1.6998587846755981
1779121518976848600,0.4758486328125,-0.7429319620132446,0.009123953059315681,0.11256605386734009,0.6597710251808167,0.18195563554763794,-0.1353919506072998,1.7016006708145142
1779121518993156400,0.49215625,-0.7469222545623779,-0.003813680727034807,0.10859418660402298,0.6559724807739258,0.15965154767036438,-0.14871419966220856,1.7121936082839966
1779121519009481700,0.508481689453125,-0.7514469623565674,-0.026911374181509018,0.10362270474433899,0.6510496139526367,0.12290172278881073,-0.176283597946167,1.7245965003967285
1779121519025827000,0.5248271484375,-0.7553083300590515,-0.056874483823776245,0.10004959255456924,0.6451858282089233,0.07969371974468231,-0.2167089283466339,1.7364094257354736
1779121519042148400,0.5411484375,-0.7580825686454773,-0.08795642852783203,0.10082338750362396,0.638286292552948,0.04206423833966255,-0.2651612162590027,1.7475707530975342
1779121519058484500,0.557484375,-0.7595843076705933,-0.11694177240133286,0.10705343633890152,0.6307898759841919,0.015898840501904488,-0.3180455267429352,1.758084774017334
1779121519074811000,0.573810791015625,-0.7601085305213928,-0.1415957361459732,0.11840160936117172,0.6230303049087524,0.003819507546722889,-0.3712621033191681,1.7690818309783936
1779121519091155500,0.590155517578125,-0.7650738954544067,-0.16369496285915375,0.11852413415908813,0.6114066243171692,-0.02047920785844326,-0.40651458501815796,1.7889304161071777
1779121519107483100,0.606483154296875,-0.772135853767395,-0.16661053895950317,0.11825520545244217,0.6017166972160339,-0.019513355568051338,-0.4110850393772125,1.8135566711425781
1779121519123813000,0.622813232421875,-0.7764621376991272,-0.15850143134593964,0.12112989276647568,0.5977552533149719,-0.001504297717474401,-0.401666522026062,1.8291239738464355
1779121519140146700,0.639146728515625,-0.7781354188919067,-0.14215050637722015,0.12494702637195587,0.5989046692848206,0.026042331010103226,-0.3799643814563751,1.8346625566482544
1779121519156477400,0.6554775390625,-0.7778482437133789,-0.1257106214761734,0.12440018355846405,0.603053629398346,0.0446753166615963,-0.3528861403465271,1.8305840492248535
1779121519172811500,0.6718115234375,-0.7774860262870789,-0.11544464528560638,0.11982641369104385,0.6064897179603577,0.04896925017237663,-0.3308638632297516,1.8248366117477417
1779121519189144300,0.688144287109375,-0.777751088142395,-0.10785893350839615,0.11531469225883484,0.6084179282188416,0.05060796067118645,-0.313188761472702,1.8219021558761597
1779121519205475000,0.70447509765625,-0.777966320514679,-0.10110033303499222,0.1113235354423523,0.6100445985794067,0.05217503383755684,-0.2974989712238312,1.8194071054458618
1779121519221827800,0.720827880859375,-0.7779028415679932,-0.09542784094810486,0.10873993486166,0.6115034222602844,0.05470707640051842,-0.2853120267391205,1.8170465230941772
1779121519238141000,0.737140869140625,-0.7782081365585327,-0.08931493014097214,0.10882130265235901,0.6120235919952393,0.06244262307882309,-0.27569276094436646,1.8174071311950684
1779121519254487300,0.7534873046875,-0.7789039015769958,-0.08336348831653595,0.11069074273109436,0.6116427183151245,0.07314076274633408,-0.26848462224006653,1.8200974464416504
1779121519270809000,0.76980908203125,-0.7803682684898376,-0.0797075554728508,0.11301003396511078,0.6098366379737854,0.08212487399578094,-0.2653404474258423,1.8258757591247559
1779121519287152000,0.786152099609375,-0.7827000021934509,-0.07894816249608994,0.11516019701957703,0.6065360307693481,0.08770474046468735,-0.266423761844635,1.8348228931427002
1779121519303486500,0.802486572265625,-0.7855938673019409,-0.07992959767580032,0.11718270182609558,0.6022639274597168,0.09126726537942886,-0.27000290155410767,1.845871925354004
1779121519319817200,0.818817138671875,-0.7882845401763916,-0.08220397680997849,0.11867383867502213,0.5981358289718628,0.09235629439353943,-0.27502021193504333,1.8561866283416748
1779121519336152300,0.83515234375,-0.7896463871002197,-0.08327572792768478,0.12118156254291534,0.5956834554672241,0.0960383489727974,-0.2795138955116272,1.8625322580337524
1779121519352460500,0.85146044921875,-0.7894682884216309,-0.08112277090549469,0.12540200352668762,0.5953430533409119,0.10574957728385925,-0.28108906745910645,1.8643196821212769
1779121519368823800,0.86782373046875,-0.7885348200798035,-0.07825962454080582,0.12949959933757782,0.5960857272148132,0.11573469638824463,-0.2815100848674774,1.86342453956604
1779121519385148700,0.884148681640625,-0.7872740030288696,-0.07744428515434265,0.1320529580116272,0.5972973108291626,0.12049797177314758,-0.28347069025039673,1.8607274293899536
1779121519401467600,0.900467529296875,-0.7860497236251831,-0.07873532176017761,0.13263912498950958,0.5986095070838928,0.11939646303653717,-0.2864804267883301,1.857139229774475
1779121519417813000,0.91681298828125,-0.784839391708374,-0.07996165007352829,0.1324460804462433,0.6000761389732361,0.11702229827642441,-0.2884531021118164,1.8530672788619995
1779121519434130400,0.93313037109375,-0.7832878232002258,-0.08047404885292053,0.13186702132225037,0.6021587252616882,0.11465488374233246,-0.2888796031475067,1.8474903106689453
1779121519450479400,0.949479248046875,-0.7810409665107727,-0.07966440916061401,0.13005957007408142,0.605568528175354,0.11142108589410782,-0.285838782787323,1.8386037349700928
1779121519466798600,0.965798583984375,-0.7789029479026794,-0.07895569503307343,0.12542009353637695,0.6093816161155701,0.10333815217018127,-0.27947914600372314,1.8283580541610718
1779121519483128800,0.98212890625,-0.7761003971099854,-0.08082356303930283,0.11596593260765076,0.61456298828125,0.083820641040802,-0.2713072896003723,1.8135243654251099
1779121519507647500,1.0066474609375,-0.7702747583389282,-0.08790704607963562,0.0998646542429924,0.6236796379089355,0.04578472301363945,-0.26301416754722595,1.7864130735397339
1779121519523975000,1.022974853515625,-0.7668545842170715,-0.09252621978521347,0.08836687356233597,0.628939151763916,0.019787702709436417,-0.2558450996875763,1.7703182697296143
1779121519540293000,1.039293212890625,-0.7640612125396729,-0.09356798976659775,0.07497553527355194,0.6339039206504822,-0.004174436908215284,-0.24034519493579865,1.7559666633605957
1779121519556627700,1.055627685546875,-0.7624971270561218,-0.0878993570804596,0.06117516756057739,0.6380668878555298,-0.01932036504149437,-0.2137373834848404,1.7459441423416138
1779121519572974000,1.07197412109375,-0.7615326046943665,-0.07486806064844131,0.050118591636419296,0.6418340802192688,-0.02009543776512146,-0.17932412028312683,1.7391654253005981
1779121519589295000,1.088295166015625,-0.7609730958938599,-0.05889846011996269,0.04350734129548073,0.644637942314148,-0.009825581684708595,-0.14625409245491028,1.7352298498153687
1779121519605623800,1.104623779296875,-0.7610560059547424,-0.04694462940096855,0.03934026509523392,0.6457882523536682,-0.0007579757366329432,-0.1225726455450058,1.734251856803894
1779121519621949400,1.120949462890625,-0.7612423896789551,-0.041517484933137894,0.03497351333498955,0.646191418170929,-0.00041227132896892726,-0.10862238705158234,1.7339017391204834
1779121519638291200,1.137291259765625,-0.7613335251808167,-0.03982106223702431,0.03107517957687378,0.6463899612426758,-0.004184043500572443,-0.10097910463809967,1.7335277795791626
1779121519654626300,1.153626220703125,-0.7611507773399353,-0.03905230388045311,0.028880009427666664,0.6467536687850952,-0.0065813143737614155,-0.096957728266716,1.7326277494430542
1779121519670955800,1.169955810546875,-0.7609828114509583,-0.03798297047615051,0.02800874225795269,0.6470534205436707,-0.006554780527949333,-0.09419430792331696,1.731963038444519
1779121519687288600,1.18628857421875,-0.760706901550293,-0.037646230310201645,0.02678545005619526,0.647449254989624,-0.008030404336750507,-0.09209004044532776,1.7309404611587524
1779121519703622700,1.20262255859375,-0.7603247761726379,-0.03920062631368637,0.024261588230729103,0.6479050517082214,-0.013961639255285263,-0.09117509424686432,1.729482650756836
1779121519719971000,1.21897119140625,-0.7600770592689514,-0.043105125427246094,0.01990547589957714,0.6480961441993713,-0.025723464787006378,-0.09145519137382507,1.7283294200897217
1779121519736298200,1.23529833984375,-0.7596714496612549,-0.050444040447473526,0.012218979187309742,0.648232638835907,-0.04705307260155678,-0.09261562675237656,1.7265907526016235
1779121519752633600,1.251633544921875,-0.7569025158882141,-0.061329957097768784,-0.0016464232467114925,0.6506416201591492,-0.08273497968912125,-0.0908239558339119,1.7177362442016602
1779121519768969500,1.267969482421875,-0.75565105676651,-0.07090529799461365,-0.009563431143760681,0.6510550379753113,-0.10746859759092331,-0.09484883397817612,1.7141284942626953
1779121519785299700,1.2842998046875,-0.7539506554603577,-0.07952690869569778,-0.017807289958000183,0.6518564224243164,-0.1315254271030426,-0.09685449302196503,1.7094045877456665
1779121519801654000,1.300654052734375,-0.7521822452545166,-0.08898643404245377,-0.029923157766461372,0.6522331237792969,-0.16253921389579773,-0.09497702121734619,1.705150842666626
