time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1780001849122506000,0.161506103515625,0.8054885864257812,-0.13930131494998932,0.23411087691783905,0.5262844562530518,-0.5514212846755981,-0.02200837805867195,-1.990333914756775
1780001849138824000,0.177823974609375,0.7998915314674377,-0.15023282170295715,0.25011390447616577,0.5244488716125488,-0.5917832851409912,-0.02200576849281788,-1.9876275062561035
1780001849155182800,0.194182861328125,0.7935829758644104,-0.16027210652828217,0.2603118121623993,0.5260957479476929,-0.6210702061653137,-0.01952068880200386,-1.9770249128341675
1780001849171497200,0.210497314453125,0.7870250940322876,-0.1686491072177887,0.2624995708465576,0.5322058200836182,-0.6344780325889587,-0.013945882208645344,-1.9569904804229736
1780001849187848400,0.226848388671875,0.7901113033294678,-0.17953872680664062,0.25414934754371643,0.5281081199645996,-0.6326863169670105,0.01527508907020092,-1.958193302154541
1780001849204161800,0.243161865234375,0.7955516576766968,-0.1941976249217987,0.24648065865039825,0.5182973146438599,-0.6364337801933289,0.05351349338889122,-1.9691110849380493
1780001849220511700,0.25951171875,0.7975023984909058,-0.21237026154994965,0.24835705757141113,0.5071564316749573,-0.6609391570091248,0.08692926913499832,-1.9789127111434937
1780001849236855600,0.27585546875,0.7972829341888428,-0.2303541749715805,0.2617025077342987,0.4927360713481903,-0.7052196860313416,0.10963386297225952,-1.9940866231918335
1780001849253181200,0.29218115234375,0.7943337559700012,-0.24789606034755707,0.28787344694137573,0.4740361273288727,-0.771867573261261,0.12119606882333755,-2.016213893890381
1780001849269507800,0.3085078125,0.7899975180625916,-0.2647521495819092,0.3201366662979126,0.4509131908416748,-0.8494353294372559,0.1299649477005005,-2.0454399585723877
1780001849285841400,0.32484130859375,0.7864263653755188,-0.2813822627067566,0.35228094458580017,0.42220351099967957,-0.9275548458099365,0.14561843872070312,-2.0832600593566895
1780001849302171100,0.341171142578125,0.7848320007324219,-0.29728031158447266,0.38227519392967224,0.3866899013519287,-1.0016459226608276,0.17183059453964233,-2.1317877769470215
1780001849318506800,0.3575068359375,0.7854922413825989,-0.31123846769332886,0.408016562461853,0.34591174125671387,-1.0658612251281738,0.20817571878433228,-2.1888649463653564
1780001849334837800,0.373837646484375,0.7879340648651123,-0.32452458143234253,0.4256565570831299,0.304401695728302,-1.1137803792953491,0.2550221383571625,-2.2449498176574707
1780001849351181300,0.390181396484375,0.7916395664215088,-0.33938154578208923,0.433365136384964,0.2651824653148651,-1.1438509225845337,0.3125583529472351,-2.292978286743164
1780001849367496700,0.40649658203125,0.7952946424484253,-0.3572475016117096,0.4345187544822693,0.2259960025548935,-1.1641921997070312,0.38098499178886414,-2.335376501083374
1780001849383840300,0.42284033203125,0.797434389591217,-0.37705156207084656,0.43428248167037964,0.18256299197673798,-1.1837208271026611,0.45869672298431396,-2.3801300525665283
1780001849400162800,0.439162841796875,0.7979305386543274,-0.3960241675376892,0.4346909821033478,0.13234691321849823,-1.2022162675857544,0.5432718396186829,-2.435407876968384
1780001849416493000,0.4554931640625,0.7969983816146851,-0.41258615255355835,0.4347061812877655,0.07481193542480469,-1.2136396169662476,0.6343058943748474,-2.5063414573669434
1780001849432828700,0.47182861328125,0.7948172092437744,-0.4259463846683502,0.43201759457588196,0.014006111770868301,-1.2096996307373047,0.7274901866912842,-2.5917019844055176
1780001849449147000,0.48814697265625,-0.7914551496505737,0.4366743862628937,-0.42537233233451843,0.04441558197140694,-1.18631112575531,0.8168638944625854,-2.685981512069702
1780001849465496600,0.50449658203125,-0.7860428094863892,0.4457998275756836,-0.4167071282863617,0.09876356273889542,-1.1478447914123535,0.8997098207473755,-2.7863755226135254
1780001849481811700,0.520811767578125,-0.7794641852378845,0.45431721210479736,-0.405647873878479,0.14656564593315125,-1.0936346054077148,0.9740281701087952,-2.889634370803833
1780001849498163200,0.5371630859375,-0.7723197340965271,0.4650730490684509,-0.3904276192188263,0.18653631210327148,-1.0221868753433228,1.043216586112976,-2.9920153617858887
1780001849514507500,0.553507568359375,-0.7634413242340088,0.47951364517211914,-0.3720601797103882,0.22089648246765137,-0.9343549609184265,1.111883521080017,-3.0974833965301514
1780001849530821400,0.5698212890625,-0.7524351477622986,0.495958536863327,-0.3518814444541931,0.25307297706604004,-0.8189702033996582,1.1796081066131592,3.0580813884735107
1780001849547142400,0.586142333984375,-0.7417711615562439,0.5126552581787109,-0.3274790048599243,0.2823430895805359,-0.6470048427581787,1.2390304803848267,2.8836071491241455
1780001849563480600,0.60248046875,-0.7336593270301819,0.5283585786819458,-0.29782864451408386,0.306397408246994,-0.4048127233982086,1.2791723012924194,2.653353214263916
1780001849579810800,0.618810791015625,-0.7283958792686462,0.5402877926826477,-0.26881226897239685,0.3244512379169464,-0.14982835948467255,1.2924813032150269,2.4165995121002197
1780001849596141600,0.6351416015625,-0.7263274192810059,0.5455213189125061,-0.24653135240077972,0.3377532958984375,0.03662261366844177,1.2834089994430542,2.2436869144439697
1780001849612463900,0.6514638671875,-0.7280036807060242,0.5441581010818481,-0.23031190037727356,0.3476480543613434,0.14162302017211914,1.2611229419708252,2.1470999717712402
1780001849628806700,0.667806640625,-0.7313458919525146,0.539483904838562,-0.21687522530555725,0.35644829273223877,0.20512019097805023,1.2336676120758057,2.088867425918579
1780001849645140000,0.684139892578125,-0.7332761883735657,0.53355872631073,-0.2045128345489502,0.36850470304489136,0.2627032995223999,1.2032718658447266,2.029323101043701
