version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,Pixel 7,1779037475447,2026-05-17_17-04-35,Europe/Berlin,android,1.59.0,fb2158eb-f558-4b1a-91c7-45b264aac649,Accelerometer|Gyroscope|Orientation|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10|10,false,36
