time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1778968214361977600,0.0759775390625,1.7659709492297146,-0.1605528301694487,-0.7484396048800911,-0.02442940002500231,-0.6187347957630969,-0.1767152159270698,0.4816031618495654
1778968214371971600,0.0859716796875,1.7718758104815495,-0.16129407766590967,-0.750052272074497,-0.0293837070709516,-0.6170949280172965,-0.17492763618714685,0.47965964589222077
1778968214381965600,0.095965576171875,1.7766411944139893,-0.1613789438981184,-0.7514793133383214,-0.0324426823589871,-0.6157191948879123,-0.17356744925667084,0.4775367898881236
1778968214391958800,0.105958740234375,1.7804595205740925,-0.16090475787025968,-0.7527378431430266,-0.03343766226499549,-0.6144853031395837,-0.17292576429494366,0.47583714243293607
1778968214401952800,0.115952880859375,1.7835050840546907,-0.1599589730590029,-0.753845326543552,-0.032319710250210444,-0.6132996688531194,-0.17318747388535358,0.4749778014114627
1778968214411946500,0.125946533203125,1.7862448958480805,-0.1586381089347536,-0.7549067931392721,-0.029287958333915145,-0.6119891967290711,-0.17441035954530243,0.47517801586462977
1778968214421940500,0.1359404296875,1.7890339845756273,-0.15716763112404222,-0.7559712313905966,-0.024956076034348334,-0.610462678271855,-0.17646858612026295,0.47653198690728993
1778968214431933700,0.14593359375,1.7922422640700721,-0.1558249492126599,-0.7570852937412319,-0.020168047942049797,-0.608649927524323,-0.17912489676998408,0.479021847271141
1778968214441927700,0.155927734375,1.7959997513909989,-0.15475475023921612,-0.7582610394381759,-0.015511186053132536,-0.6065633856393732,-0.18213161257180951,0.48244189175787455
1778968214451921700,0.165921630859375,1.8002278986898301,-0.15397422720177775,-0.7594847003136356,-0.011351180321382149,-0.6042934377037011,-0.1852142788324472,0.4863769296176139
1778968214461915600,0.17591552734375,1.804587788017575,-0.15347612952969827,-0.7606792907905998,-0.008011977294492326,-0.6020383858953109,-0.1880479601922621,0.49029416650528546
1778968214471908600,0.18590869140625,1.8090274988647568,-0.15318862783153708,-0.7618607663685261,-0.005627910972678932,-0.5998658688802221,-0.19042686038261838,0.4937629993581279
1778968214481902600,0.195902587890625,1.8137088819418747,-0.15294082714838672,-0.7631223908347384,-0.004044404855308325,-0.5977287470074361,-0.19228537501427492,0.49645193577581115
1778968214491896600,0.205896484375,1.8187393774674612,-0.15250057501816455,-0.7645543126144406,-0.0029321978275668823,-0.5955819072244734,-0.19360388006628892,0.49802858599111033
1778968214501890600,0.215890625,1.824099644456304,-0.15165626188819215,-0.7662008992353496,-0.0018607612058857248,-0.5934049432195578,-0.1944404588801958,0.4983171946367523
